,v0-10,v0-20,v0-40,v1-10,v1-20,v1-40,v2-10,v2-20,v2-40,v3-10,v3-20,v3-40,v4-10,v4-20,v4-40,v5-10,v5-20,v5-40,v6-10,v6-20,v6-40,v7-10,v7-20,v7-40,v8-10,v8-20,v8-40,v9-10,v9-20,v9-40,v0-10-unc,v0-20-unc,v0-40-unc,v1-10-unc,v1-20-unc,v1-40-unc,v2-10-unc,v2-20-unc,v2-40-unc,v3-10-unc,v3-20-unc,v3-40-unc,v4-10-unc,v4-20-unc,v4-40-unc,v5-10-unc,v5-20-unc,v5-40-unc,v6-10-unc,v6-20-unc,v6-40-unc,v7-10-unc,v7-20-unc,v7-40-unc,v8-10-unc,v8-20-unc,v8-40-unc,v9-10-unc,v9-20-unc,v9-40-unc,v0-20-cATM,v0-40-cATM,v1-20-cATM,v1-40-cATM,v2-20-cATM,v2-40-cATM,v3-20-cATM,v3-40-cATM,v4-20-cATM,v4-40-cATM,v5-20-cATM,v5-40-cATM,v6-20-cATM,v6-40-cATM,v7-20-cATM,v7-40-cATM,v8-20-cATM,v8-40-cATM,v9-20-cATM,v9-40-cATM
8/30/2023,2065,-3435,-4944,2065,-3435,-4944,2065,-3435,-4944,2065,-3435,-4944,4095,6403,13999,3400,3938,8772,4845,2457,4998,4195,5908,4589,3705,4950,3642,4195,5908,4589,2065,-3435,-5930,2065,-3435,-5930,2065,-3435,-5930,2065,-3435,-5930,4095,6795,16015,3400,4330,12045,4845,3825,9430,4195,1125,-2915,3870,3345,8430,4195,1125,-2915,-4547,-5115,-4547,-5115,-4547,-5115,-4547,-5115,8405,9546,4125,5354,1962,2524,-1992,-503,445,5211,-1992,-503
8/31/2023,4380,1961,-298,4380,1961,-298,4380,1961,-298,4380,1961,-298,8940,15142,12998,1455,6578,-1836,3965,5044,2189,3715,-2184,-5715,885,3895,8166,3715,-2184,-5715,4380,-975,-7310,4380,-975,-7310,4380,-975,-7310,4380,-975,-7310,8940,15210,24805,1455,7020,6370,3965,7820,12220,5955,-21955,-54835,3965,7365,755,5955,-21955,-54835,-1660,2144,-1660,2144,-1660,2144,-1660,2144,16626,15027,5720,1285,3450,-53,-373,-4695,4390,6008,-373,-4695
9/1/2023,1955,1135,-1681,1955,1135,-1681,1955,1135,-1681,1955,1135,-1681,-515,-2960,-8077,615,-2726,-6345,1170,305,-4502,2220,-740,-8093,440,-844,-5359,2220,-740,-8093,1955,1135,-165,1955,1135,-165,1955,1135,-165,1955,1135,-165,-515,-2095,-5450,615,-8330,-14975,1170,-3140,-8800,2220,8100,-35015,80,-3690,-12600,2220,9280,-35015,3435,8367,3435,8367,3435,8367,3435,8367,-3255,-6240,-4526,-7950,-3370,-8105,-3983,-7875,-779,-5359,-3983,-7875
9/4/2023,2055,3110,2288,2055,3110,2288,2055,3110,2288,2055,3110,2288,2960,4390,7573,3880,6065,8864,5050,7689,11792,5204,5443,4500,2310,1565,4166,5204,5443,4500,2055,3110,2770,2055,3110,2770,2055,3110,2770,2055,3110,2770,2960,4390,7910,3880,6065,10625,5050,7930,14135,9495,19085,34740,4620,7930,14135,9495,19085,34740,-1230,-1330,-1230,-1330,-1230,-1330,-1230,-1330,1940,8400,1350,4176,2850,2967,4295,7360,855,5908,4295,7360
9/5/2023,-475,-3029,-5088,-475,-3029,-5088,-475,-3029,-5088,-475,-3029,-5088,3940,5380,7344,3915,4670,5483,7055,2625,2101,4800,-6814,-3180,3225,1475,2454,4800,-6814,-3180,-475,-4690,-8095,-475,-4690,-8095,-475,-4690,-8095,-475,-4690,-8095,3940,5380,9375,3915,4670,7280,7055,2975,4005,4800,-1490,-19250,6495,415,2505,4800,-1490,-19250,-3271,-4080,-3271,-4080,-3271,-4080,-3271,-4080,3590,7450,1625,6177,-775,-314,-6295,-6584,2290,2464,-6295,-6584
9/6/2023,2035,-427,-2529,2035,-427,-2529,2035,-427,-2529,2035,-427,-2529,-690,-5405,-7325,1995,-432,-5710,-1370,-6810,-2743,-2592,-4512,-5398,-1050,-719,-3865,-2592,-4512,-5398,2035,-30,-4960,2035,-30,-4960,2035,-30,-4960,2035,-30,-4960,-690,-5850,-5940,1995,65,-3905,-1370,-10020,4895,85,3875,22830,-70,-7735,4895,85,3875,22830,-1161,1813,-1161,1813,-1161,1813,-1161,1813,-4325,-6570,-4200,-8346,1846,-6271,-4074,-7661,145,-4975,-4074,-7661
9/7/2023,-165,-180,841,-165,-180,841,-165,-180,841,-165,-180,841,-145,-1215,-5312,185,2337,3634,-2058,4688,-887,-3090,2706,-2884,-335,1575,1785,-3090,2706,-2884,-165,-180,2225,-165,-180,2225,-165,-180,2225,-165,-180,2225,-145,-890,-4970,185,2435,-155,-1760,4640,-7220,-3090,15855,8230,-2030,6045,-4725,-3090,15855,8230,549,1278,549,1278,549,1278,549,1278,-4315,-5558,4195,3973,1116,-1057,-3763,-7726,-3865,729,-3763,-7726
9/8/2023,-385,-1745,-2750,-385,-1745,-2750,-385,-1745,-2750,-385,-1745,-2750,-1200,-3655,-7652,-2620,-1761,-8920,-3165,-6208,-8270,-4565,-5486,-8327,-775,-1131,-5385,-4565,-5486,-8327,-385,-1745,-2750,-385,-1745,-2750,-385,-1745,-2750,-385,-1745,-2750,-1200,-1815,-7715,-2620,-3925,-15685,-3165,-8480,-19505,-4820,-22275,-65725,-955,-8810,-19505,-4250,-20435,-65725,-2120,-1485,-2120,-1485,-2120,-1485,-2120,-1485,-5600,-8280,-5785,-6015,-6255,-8365,-6580,-8237,1540,-8975,-6580,-8237
9/11/2023,-870,-1854,-712,-870,-1854,-712,-870,-1854,-712,-870,-1854,-712,-1740,-5845,-9000,-4686,-6985,-8921,-4605,-6972,-8996,-5980,-6980,-8996,-765,-3152,-5251,-5980,-6980,-8996,-870,-565,-2655,-870,-565,-2655,-870,-565,-2655,-870,-565,-2655,-1740,-4455,-11475,-3680,-7260,-17510,-4060,-5505,-15725,-9270,-16995,-30365,-4465,-3855,-15725,-9270,-16995,-30365,-271,-4228,-271,-4228,-271,-4228,-271,-4228,-6515,-8580,-7000,-9000,-6995,-9000,-7000,-9000,-4002,-8870,-7000,-9000
9/12/2023,525,-440,-2915,525,-440,-2915,525,-440,-2915,525,-440,-2915,570,-4793,-8984,1035,2010,6,2260,2318,-1188,7565,8267,14319,1255,-4201,-5279,7550,8267,14319,525,-440,-5520,525,-440,-5520,525,-440,-5520,525,-440,-5520,570,-4715,-11550,1035,2010,1890,2260,2990,1875,6375,17550,44650,1715,2180,-50,6375,17550,44650,-2717,-3542,-2717,-3542,-2717,-3542,-2717,-3542,-5178,-8960,2885,2986,2355,4809,7816,14047,2872,-3797,7816,14047
9/13/2023,600,-685,3558,600,-685,3558,600,-685,3558,600,-685,3558,2800,7010,13091,850,3865,1629,1640,5296,6136,-625,340,-2778,2655,3460,7744,-795,340,-2778,600,-685,3310,600,-685,3310,600,-685,3310,600,-685,3310,2800,10205,30385,850,3865,2740,1640,5760,9380,-2000,-14700,-42705,1595,7260,8830,-2170,-12575,-42705,2038,9411,2038,9411,2038,9411,2038,9411,-1080,7470,-1540,-4849,271,345,-4748,-8578,-2260,-3625,-4748,-8578
9/14/2023,5185,5610,-4411,5185,5610,-4411,5185,5610,-4411,5185,5610,-4411,3345,6377,5076,2590,3494,4214,2190,3473,-741,706,-6640,-7237,1375,-187,4495,706,-6640,-7237,5185,5610,-1100,5185,5610,-1100,5185,5610,-1100,5185,5610,-1100,3345,6525,9595,2590,3945,3765,2190,3480,-95,3990,5860,-17130,1505,3480,-95,3990,5860,-17130,-1530,-5972,-1530,-5972,-1530,-5972,-1530,-5972,3030,1102,3857,2165,2431,1122,-5923,-8237,1268,245,-5923,-8237
9/15/2023,1560,-1200,-848,1560,-1200,-848,1560,-1200,-848,1560,-1200,-848,-935,-2780,-5845,3280,3952,582,5140,6846,-4331,10960,19824,3306,1265,1535,244,10885,19424,3557,1560,-1200,35,1560,-1200,35,1560,-1200,35,1560,-1200,35,-935,-3965,-10460,3280,4215,2105,5140,7540,-1365,11880,27875,6070,6265,9755,-1190,11805,27225,5275,-905,-181,-905,-181,-905,-181,-905,-181,-4583,-3900,-255,14112,-1705,15764,-4992,9978,285,4810,-4992,9978
9/18/2023,-1405,1475,9959,-1405,1475,9959,-1405,1475,9959,-1405,1475,9959,3915,1230,57,1195,-6159,-3605,2145,-2480,-974,-5600,-6210,-8655,2985,2450,3024,-5600,-6210,-8655,-1405,1475,8755,-1405,1475,8755,-1405,1475,8755,-1405,1475,8755,3915,2795,17085,1195,-6650,-1915,2145,-2480,1540,-5600,-21705,-55045,2770,-2480,1540,-5600,-21705,-55045,3755,3416,3755,3416,3755,3416,3755,3416,3735,1541,-4616,-4945,-6976,-7510,-5725,-8820,2737,93,-5725,-8820
9/19/2023,-640,-1365,-1504,-640,-1365,-1504,-640,-1365,-1504,-640,-1365,-1504,1775,268,-57,90,1590,406,645,-2394,-6213,-5275,-5125,-6352,1965,4005,4846,-5275,-5125,-6352,-640,-1365,-4055,-640,-1365,-4055,-640,-1365,-4055,-640,-1365,-4055,1775,830,1695,90,1590,610,645,-1520,-8615,-7230,-14920,-40570,475,-795,-6545,-7235,-14920,-40570,-1860,-1697,-1860,-1697,-1860,-1697,-1860,-1697,1600,-2299,2325,-1199,2896,-8960,-6925,-8897,1085,4221,-6925,-8897
9/20/2023,670,-1089,-3180,670,-1089,-3180,670,-1089,-3180,670,-1089,-3180,-2440,-3239,-6954,360,465,-3434,2115,-975,-3447,15170,18067,28815,1565,-5950,-7010,14690,17487,27567,670,-775,-6040,670,-775,-6040,670,-775,-6040,670,-775,-6040,-2440,-6950,-26750,360,465,-6515,2115,-975,-6365,14975,30025,49455,1435,-460,-4820,14495,29445,47700,385,-1069,385,-1069,385,-1069,385,-1069,-4164,-8995,250,-8960,725,-3518,21440,36595,-35,-8850,21440,35258
9/21/2023,2055,2544,-2658,2055,2544,-2658,2055,2544,-2658,2055,2544,-2658,4485,800,-7252,4135,4974,2736,4830,3984,-4644,7975,14338,17297,4790,2855,-330,7975,13593,17297,2055,2845,630,2055,2845,630,2055,2845,630,2055,2845,630,4485,800,-6260,4135,5235,5845,4830,4530,-2360,7975,16855,29365,6045,4525,-3020,7975,16110,29365,625,-1024,625,-1024,625,-1024,625,-1024,-1685,-6353,4498,-948,118,-2221,10080,23745,3230,4305,10080,23745
9/22/2023,1610,-70,4323,1610,-70,4323,1610,-70,4323,1610,-70,4323,3470,6240,2454,2035,5515,6467,1210,6623,3616,-5840,-6980,-2405,1520,2915,9827,-5840,-6980,-2760,1610,855,3340,1610,855,3340,1610,855,3340,1610,855,3340,3470,6240,4915,2035,4145,-4690,1210,3950,-2020,60,-6865,-18365,590,2595,-2985,-85,-8325,-18720,3204,2785,3204,2785,3204,2785,3204,2785,6635,3468,6597,6891,6390,-3732,-4560,-473,3180,11790,-4560,-978
9/25/2023,4500,10348,4633,4500,10348,4633,4500,10348,4633,4500,10348,4633,2080,3281,9931,1500,7615,3373,1035,9670,9241,3405,5595,814,1135,-2070,2165,3405,5595,814,4500,7530,-5695,4500,7530,-5695,4500,7530,-5695,4500,7530,-5695,2080,3480,6580,1500,7955,6795,1035,10010,14650,3290,13295,29760,2615,9580,12920,3290,13295,29760,5680,1255,5680,1255,5680,1255,5680,1255,5424,4085,3678,1702,6322,9260,4820,905,-65,-150,4820,905
9/26/2023,-1145,-215,-6880,-1145,-215,-6880,-1145,-215,-6880,-1145,-215,-6880,-705,-1368,1981,3280,9996,-1774,2330,9774,-1637,9783,30640,10530,2210,5870,-5354,9728,30440,10530,-1145,-1220,-8295,-1145,-1220,-8295,-1145,-1220,-8295,-1145,-1220,-8295,-705,145,-6415,3280,11810,6625,2330,10980,5665,11405,41570,39195,2135,8305,3920,11350,41370,41330,-940,-4469,-940,-4469,-940,-4469,-940,-4469,-4229,-1050,5450,4228,10688,22649,22266,1392,5435,-7219,22266,1392
9/27/2023,1315,3500,2572,1315,3500,2572,1315,3500,2572,1315,3500,2572,6320,10615,11324,3950,9345,14956,7685,13445,21111,3859,7214,-5904,5895,3460,6290,3859,6699,-5904,1315,3500,195,1315,3500,195,1315,3500,195,1315,3500,195,6320,11900,20320,3950,9345,11575,7685,13445,21590,2835,15040,15090,8250,13945,19900,2835,14525,14475,7614,1780,7614,1780,7614,1780,7614,1780,12035,17644,10620,15010,17525,20815,7537,-584,1480,5208,7537,-554
9/28/2023,910,-4428,-6987,910,-4428,-6987,910,-4428,-6987,910,-4428,-6987,1470,3185,-2592,3510,4513,-4440,2325,2479,-3719,1145,-5666,-7640,2325,190,3674,1145,-5666,-7640,910,-8375,-12115,910,-8375,-12115,910,-8375,-12115,910,-8375,-12115,1470,4400,4660,3510,5135,-1625,2325,3305,1680,1145,-1325,-5970,2665,5065,-925,1145,-1325,-5970,-2766,-5948,-2766,-5948,-2766,-5948,-2766,-5948,2098,-2064,5596,-738,1714,1907,-5119,-7750,145,2418,-5119,-7750
9/29/2023,-175,1410,-62,-175,1410,-62,-175,1410,-62,-175,1410,-62,420,546,-5889,-245,4007,-8920,-270,122,-8985,3335,-6825,-6788,700,6795,-3706,3135,-6825,-6788,-175,1410,1005,-175,1410,1005,-175,1410,1005,-175,1410,1005,420,1780,20,-245,4445,-3105,-270,485,-8910,3335,-2545,-20435,275,3785,-2700,3135,-2545,-20435,5505,4282,5505,4282,5505,4282,5505,4282,-97,-8665,519,-8745,-4885,-8960,-5515,-8970,1940,8605,-5515,-8970
10/2/2023,-80,-20,3315,-80,-20,3315,-80,-20,3315,-80,-20,3315,3870,5163,-2915,3290,1170,-1159,1170,8320,5136,-1370,-4074,-4561,1220,4801,2787,-1455,-3844,-4561,-80,-20,2605,-80,-20,2605,-80,-20,2605,-80,-20,2605,3870,5770,8575,3290,1170,-830,1170,8320,3490,-1370,-4930,-9890,1495,7925,3985,-1455,-4930,-9890,2370,3366,2370,3366,2370,3366,2370,3366,4850,3471,1990,-1339,1290,-3289,-3130,-1236,-165,3286,-3130,-1236
10/3/2023,1155,1180,-1063,1155,1180,-1063,1155,1180,-1063,1155,1180,-1063,-3020,-1755,-5872,715,4357,9341,305,8823,8678,12202,19492,12133,-515,2590,-6447,12857,19092,12133,1155,2540,1600,1155,2540,1600,1155,2540,1600,1155,2540,1600,-3020,-2535,-4920,715,6395,12950,305,9765,12030,13485,24590,113785,705,8360,13400,14140,24190,112765,5645,2334,5645,2334,5645,2334,5645,2334,-350,940,10655,10260,11112,18103,17973,19753,3650,-5919,19068,19753
10/4/2023,780,-1525,-1800,780,-1525,-1800,780,-1525,-1800,780,-1525,-1800,3450,3735,1030,3395,5275,2604,4045,9070,2428,4190,9169,12421,2340,2565,-931,4190,9169,12421,780,-1525,-1060,780,-1525,-1060,780,-1525,-1060,780,-1525,-1060,3450,2210,-6305,3395,5275,3555,4045,9070,3905,4190,12510,31785,4030,10660,4775,4190,12510,31785,955,361,955,361,955,361,955,361,3700,3302,5700,4046,9615,5841,9111,15626,830,3395,8711,15626
10/5/2023,660,730,5240,660,730,5240,660,730,5240,660,730,5240,790,-2612,-5418,-865,-5495,-7129,185,-5370,-8337,-4765,-6173,-7002,-5,3825,3756,-4765,-6173,-7002,660,730,5240,660,730,5240,660,730,5240,660,730,5240,790,-940,-2870,-865,-7035,-11550,185,-4035,-12610,-6260,-12245,-52735,-30,870,-8645,-6260,-12245,-53225,2695,6270,2695,6270,2695,6270,2695,6270,-102,-2034,-2699,-2321,-6080,-8557,-5756,-7089,1685,2051,-5756,-7089
10/6/2023,2870,5965,12127,2870,5965,12127,2870,5965,12127,2870,5965,12127,-5800,-6940,-5190,-705,-5259,-8295,340,-4484,-7300,7801,7650,4316,-3793,-6940,-5190,7801,7650,4316,2870,5965,13275,2870,5965,13275,2870,5965,13275,2870,5965,13275,-3660,-6250,-13525,-705,-2770,-2125,340,-1325,5165,8270,9660,47460,-660,-835,5165,8270,9660,47460,6145,13625,6145,13625,6145,13625,6145,13625,-6750,-7490,-3612,-5638,-2765,-8995,9767,-3374,-6750,-7490,11057,-3374
10/9/2023,310,2025,1094,310,2025,1094,310,2025,1094,310,2025,1094,2570,-2165,-2907,3330,3601,5387,4325,2855,4191,3435,14035,9518,3845,2150,2254,3435,14035,9518,310,2025,3755,310,2025,3755,310,2025,3755,310,2025,3755,2570,-1595,-5470,3330,3965,8635,4325,3115,6370,3435,12665,28725,4125,4980,5030,3435,12665,28725,825,-114,825,-114,825,-114,825,-114,-3115,-7889,2746,1752,-750,-180,10988,7656,-2790,579,11113,7656
10/10/2023,1735,2040,-1924,1735,2040,-1924,1735,2040,-1924,1735,2040,-1924,4260,2285,1386,1880,-195,204,1615,-2481,-4258,-3913,-5621,657,1885,1665,5187,-3913,-5621,657,1735,2040,-6555,1735,2040,-6555,1735,2040,-6555,1735,2040,-6555,4260,2285,4775,1880,-195,1615,1615,-2430,-2680,-1125,-8385,-32565,2990,-2155,-3680,-1125,-8385,-32565,460,-4125,460,-4125,460,-4125,460,-4125,5150,8063,1010,3548,-140,1818,-5048,-7719,8365,8133,-5048,-7719
10/11/2023,1545,-3665,-1030,1545,-3665,-1030,1545,-3665,-1030,1545,-3665,-1030,1515,5035,-1541,75,3090,-3007,1500,-650,-3487,-755,3046,-1663,2990,5180,4890,-805,3046,-1663,1545,-3665,-2185,1545,-3665,-2185,1545,-3665,-2185,1545,-3665,-2185,1515,7325,8295,75,3090,55,1500,-650,-1600,-755,-3720,-40615,1865,290,-420,-805,-3720,-38435,3025,5208,3025,5208,3025,5208,3025,5208,3505,-1100,4945,1697,5005,-3510,1511,3773,4030,1244,1511,3773
10/12/2023,1345,4795,6925,1345,4795,6925,1345,4795,6925,1345,4795,6925,4095,11100,8642,1390,3530,-7305,5055,7115,-6589,-1880,-2655,-2532,4660,8445,2300,-1880,-2655,-2532,1345,4795,7045,1345,4795,7045,1345,4795,7045,1345,4795,7045,4095,11100,10335,1390,3530,-7475,5055,7265,-2960,-1880,-12855,-37530,5015,6420,-4895,-1880,-13210,-34790,3385,10073,3385,10073,3385,10073,3385,10073,9885,8902,1750,-6914,6480,872,-2025,-6449,7825,3666,-2025,-6449
10/13/2023,2355,1435,-5421,2355,1435,-5421,2355,1435,-5421,2355,1435,-5421,60,836,-348,995,1665,1288,1790,1950,-3935,10705,9502,-7420,-1350,-1860,-5108,10505,8115,-7420,2355,1435,-4825,2355,1435,-4825,2355,1435,-4825,2355,1435,-4825,60,-175,-4325,995,1665,2025,1790,1950,1885,10705,23440,42730,1065,-1065,870,10505,23340,43535,70,-7048,70,-7048,70,-7048,70,-7048,5726,5339,8670,1366,2330,855,5643,-7736,-2259,-3900,5643,-7736
10/16/2023,2895,7180,-1226,2895,7180,-1226,2895,7180,-1226,2895,7180,-1226,2185,7585,11951,3170,11677,13341,5030,8945,9506,7880,11240,2873,2780,1250,562,7880,11240,2873,2895,7180,-905,2895,7180,-905,2895,7180,-905,2895,7180,-905,2185,8475,14895,3170,13015,17180,5030,14170,20570,9600,32965,48500,3645,13935,19615,9600,32965,48500,-5310,-3821,-5310,-3821,-5310,-3821,-5310,-3821,4074,2858,7706,11158,5903,4550,10247,6843,1150,-1083,10247,6843
10/17/2023,35,-420,697,35,-420,697,35,-420,697,35,-420,697,2170,2702,3340,-2320,-2943,-7520,-2325,-4331,-3914,-5638,-6745,-8430,-300,1750,1906,-5638,-6745,-8430,35,-420,3505,35,-420,3505,35,-420,3505,35,-420,3505,2170,3545,11145,-2320,-7360,-11485,-2325,-5100,-12470,-11120,-26920,-76870,-2290,-5100,-12470,-11120,-26920,-76870,865,-254,865,-254,865,-254,865,-254,7630,12562,-3650,-3495,-1245,-1505,-6895,-8765,3875,1165,-6895,-8765
10/18/2023,3485,5950,6174,3485,5950,6174,3485,5950,6174,3485,5950,6174,2830,-2715,-8126,3025,245,-4175,1770,6740,-6070,7510,28175,40667,420,-1972,-3809,7395,28220,39867,3485,6610,7760,3485,6610,7760,3485,6610,7760,3485,6610,7760,2830,-2715,-28590,3025,245,-8765,1770,6740,-1675,7510,32980,57140,420,3145,-4065,7395,30690,55390,6535,4302,6535,4302,6535,4302,6535,4302,-3411,-7455,-1340,-3690,4400,4295,32286,54809,-1163,-4913,32286,56204
10/19/2023,3335,5255,835,3335,5255,835,3335,5255,835,3335,5255,835,4690,2410,-611,5535,8401,8762,6965,8035,6356,17015,38471,47068,5085,2605,-284,16985,38036,46293,3335,5255,1385,3335,5255,1385,3335,5255,1385,3335,5255,1385,4690,190,3230,5535,9180,11410,6965,7645,14555,17015,41990,60270,6395,7100,14985,16985,41555,58730,4520,1162,4520,1162,4520,1162,4520,1162,4560,4875,9205,13090,13320,11080,36863,46231,8600,-1213,36863,45321
10/20/2023,3350,3285,5732,3350,3285,5732,3350,3285,5732,3350,3285,5732,1560,3665,8259,4395,5394,13691,7800,11885,9237,8435,8416,19247,3110,3785,2661,8345,8861,19247,3350,3285,5490,3350,3285,5490,3350,3285,5490,3350,3285,5490,1560,3665,10425,4395,7315,19240,7800,13040,22475,12380,23330,73210,6720,13805,18055,12280,23680,70740,7405,9430,7405,9430,7405,9430,7405,9430,1810,5134,7285,20029,9137,17012,7848,17281,4385,6500,8338,17281
10/23/2023,2935,9038,17413,2935,9038,17413,2935,9038,17413,2935,9038,17413,870,-2093,-5870,3420,3065,1378,1675,5465,1667,2480,3330,-191,1500,3657,-5557,2425,2430,-191,2935,9530,21430,2935,9530,21430,2935,9530,21430,2935,9530,21430,1170,-480,-4690,3420,3065,-1655,1675,5465,3230,2480,6035,1185,410,6675,1230,2425,5135,1185,10960,19466,10960,19466,10960,19466,10960,19466,-3835,-6303,-2375,-4123,-2400,-4151,2483,2506,4111,-5893,1583,2506
10/24/2023,345,4825,9493,345,4825,9493,345,4825,9493,345,4825,9493,965,4130,6296,-150,4060,5822,730,9505,9305,-650,1699,-3265,1715,3930,4143,-650,1607,-3265,345,4825,11780,345,4825,11780,345,4825,11780,345,4825,11780,965,4130,8220,-150,685,3080,730,4735,6325,-5615,-9050,-10220,20,4735,5430,-5615,-9355,-10220,5100,11551,5100,11551,5100,11551,5100,11551,735,4294,2095,6260,2885,6174,4694,4150,2040,4408,4694,4150
10/25/2023,-215,-890,-2240,-215,-890,-2240,-215,-890,-2240,-215,-890,-2240,-1920,-6410,-8404,3815,3582,-963,735,-6,-7440,10550,16060,26613,1620,-710,2846,10365,16060,26613,-215,-890,-535,-215,-890,-535,-215,-890,-535,-215,-890,-535,-1920,-8290,-20585,3815,4070,2250,735,330,-6710,10550,21595,43100,2550,2835,-4385,10365,21595,43100,-1480,-4589,-1480,-4589,-1480,-4589,-1480,-4589,-6820,-8067,-400,-4288,-1025,-6425,17580,14745,1270,473,17580,14745
10/26/2023,1915,1015,-2424,1915,1015,-2424,1915,1015,-2424,1915,1015,-2424,5820,9396,2211,3930,6945,8240,3675,6336,19316,5415,-5623,-3526,2515,2301,-528,5415,-5583,-4261,1915,1015,-3530,1915,1015,-3530,1915,1015,-3530,1915,1015,-3530,5820,9880,25730,3930,6945,11820,3675,6795,19025,5415,-10700,-3200,3915,7145,20200,5415,-9740,-6880,3485,1135,3485,1135,3485,1135,3485,1135,8467,-1445,10880,15685,11560,21056,-485,-6824,648,-1807,-485,-4493
10/27/2023,635,1940,980,635,1940,980,635,1940,980,635,1940,980,1075,4295,-6631,10,9130,-8040,525,11685,-7896,785,-6950,-8925,1315,-1045,8065,770,-6950,-8925,635,1940,-3855,635,1940,-3855,635,1940,-3855,635,1940,-3855,1075,4295,-2210,10,9130,2025,525,12020,-5265,3295,8735,-19750,560,9680,-6265,3220,8565,-19750,1155,4929,1155,4929,1155,4929,1155,4929,2909,-3155,6340,9405,-5775,-8545,-6990,-6326,-1520,8790,-6990,-6326
10/30/2023,-1635,1250,2028,-1635,1250,2028,-1635,1250,2028,-1635,1250,2028,2530,9175,10854,290,3080,-2559,1960,7161,-3817,-4190,-2547,1477,1345,8440,8505,-4245,-1057,1477,-1635,550,5075,-1635,550,5075,-1635,550,5075,-1635,550,5075,2530,9175,13075,290,3080,-8490,1960,7655,-2235,-4210,-11180,-46900,1340,3115,245,-4265,-9690,-46900,1550,-2460,1550,-2460,1550,-2460,1550,-2460,9500,14203,4048,4722,5545,2299,-4913,-6182,8100,10638,-4913,-6182
10/31/2023,-4455,-6477,-7713,-4455,-6477,-7713,-4455,-6477,-7713,-4455,-6477,-7713,685,-3463,-7063,-280,-4008,-4418,-3993,-5457,-8996,-4385,-2415,-2529,-2290,1215,-5459,-4385,-2415,-2529,-4455,-6060,-10085,-4455,-6060,-10085,-4455,-6060,-10085,-4455,-6060,-10085,685,-6360,-9215,-280,-7615,-11030,-3770,-7970,-13055,-3900,-5295,-2430,-3735,-8530,-14060,-3900,-5295,-2430,-6140,-8910,-6140,-8910,-6140,-8910,-6140,-8910,-2095,-7109,-5195,-3800,-4993,-4363,-5290,-8975,-2793,-5838,-5290,-8975
11/1/2023,1865,170,-2046,1865,170,-2046,1865,170,-2046,1865,170,-2046,-115,8,-4511,1810,2035,2902,2130,916,3650,5335,7044,12980,-1100,-145,-3771,5310,7569,12180,1865,170,-4745,1865,170,-4745,1865,170,-4745,1865,170,-4745,-115,-1510,-4080,1810,2035,4690,2130,1835,6830,5935,18290,39695,1390,485,3355,5910,19240,37445,28,5322,28,5322,28,5322,28,5322,-440,436,1400,8183,5055,4260,10288,20403,-1465,-3259,9863,19603
11/2/2023,-415,-746,971,-415,-746,971,-415,-746,971,-415,-746,971,545,-1985,-2748,2105,2810,7127,2200,4716,5658,3510,8094,4538,95,2025,32,3510,8094,4538,-415,475,6275,-415,475,6275,-415,475,6275,-415,475,6275,765,1125,2070,2105,4175,10400,2200,6430,16455,3510,16970,42040,2200,6430,8125,3510,16970,42040,-973,-5526,-973,-5526,-973,-5526,-973,-5526,-2530,-3639,3108,5275,3303,7647,-1816,4375,75,4375,-1816,4375
11/3/2023,1860,1855,664,1860,1855,664,1860,1855,664,1860,1855,664,1157,-3540,-3741,1400,2105,-749,4970,4080,7752,7875,1687,-3025,2105,1620,-2935,7875,1687,-3025,1860,1855,4935,1860,1855,4935,1860,1855,4935,1860,1855,4935,1355,1685,4720,1400,2105,1055,4970,4080,10740,7875,10830,12735,2820,3400,10740,7875,10830,12735,-1112,2031,-1112,2031,-1112,2031,-1112,2031,-4515,-3996,-590,3858,-1057,-2155,2311,-6379,1340,-4270,2311,-6379
11/6/2023,1700,4170,-696,1700,4170,-696,1700,4170,-696,1700,4170,-696,2975,12901,21497,1350,8375,13477,6370,18620,29062,3210,7385,-1254,3980,9470,13392,3210,7385,-1254,1700,4170,105,1700,4170,105,1700,4170,105,1700,4170,105,2975,14540,36995,1350,8375,17555,6370,18825,27750,-735,-655,-7110,6960,10990,28165,-735,-655,-7110,4245,836,4245,836,4245,836,4245,836,8576,7924,6560,9093,10390,4949,2391,-3575,1750,12340,2391,-3575
11/7/2023,765,2930,2078,765,2930,2078,765,2930,2078,765,2930,2078,2730,3919,13136,2650,605,3976,6035,7380,1911,6990,1969,-2614,2925,1096,-2310,6990,1969,-2614,765,2930,440,765,2930,440,765,2930,440,765,2930,440,2730,5935,20255,2650,605,10185,6035,7380,16275,7400,5875,-7100,4170,7380,15335,7400,5875,-7100,-834,-4996,-834,-4996,-834,-4996,-834,-4996,4875,13884,-1039,1232,4803,7298,3183,-3893,2360,-3098,3183,-3893
